p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.31425637028116e-289	0.398662281328164	0.279	0.212	2.6835800824771e-285	0	NHSL2
2.36201539277689e-288	0.452014469767353	0.84	0.754	4.82299923051113e-284	0	TSC22D3
3.58244630329028e-288	0.335075325247625	0.986	0.969	7.31499710668841e-284	0	MT-ND2
4.71351143476193e-278	0.480997995138837	0.38	0.27	9.62451899864038e-274	0	FOXP1
8.07284109375564e-272	0.422221389483465	0.286	0.191	1.64839342293396e-267	0	RP11-255M2.3
2.35234968544901e-270	0.325253118494707	0.969	0.94	4.80326282271834e-266	0	MT-CYB
4.41083854920906e-270	0.498421015600038	0.469	0.392	9.00649123362998e-266	0	BTG2
3.03343786751475e-263	0.477806749378065	0.326	0.195	6.19397678167838e-259	0	GIMAP1
1.39550198478878e-260	0.452556197144035	0.427	0.312	2.84947550274022e-256	0	AAK1
1.92296593687947e-257	0.293766058724132	0.875	0.838	3.92650414651418e-253	0	NPM1
9.46842888391107e-246	0.572297413781121	0.783	0.758	1.9333584938058e-241	0	JUN
2.99285279687163e-245	0.433411173960786	0.335	0.188	6.11110612593219e-241	0	TRAT1
4.96837816158229e-236	0.317060323779637	0.577	0.531	1.01449313681349e-231	0	EIF3L
3.82399178075277e-232	0.292935051650188	0.382	0.349	7.80820881711909e-228	0	RSL1D1
1.52047267661134e-228	0.353942375130548	0.326	0.257	3.10465315837269e-224	0	CCDC109B
2.03104159583409e-225	0.31822620582526	0.728	0.67	4.14718383453363e-221	0	EIF4A2
2.06449902558764e-218	0.377082781030244	0.381	0.303	4.21550056034741e-214	0	ARHGAP15
2.10024058749233e-216	0.333803367425762	0.493	0.445	4.28848125560059e-212	0	ANKRD12
3.99839049726554e-214	0.323474287454977	0.748	0.681	8.1643135563665e-210	0	NAP1L1
1.19358346646159e-211	0.303505004303623	0.681	0.622	2.43717808016791e-207	0	CD48
7.41091649825881e-209	0.215103409730365	0.438	0.449	1.51323503977947e-204	0	SMDT1
1.29970024047644e-207	0.225853761611304	0.502	0.498	2.65385792102884e-203	0	UXT
8.69034506431117e-207	0.401312102372358	0.573	0.472	1.7744815586817e-202	0	FYB
2.10487524008205e-203	0.280631093420892	0.486	0.457	4.29794475272354e-199	0	SF1
6.73083551837117e-203	0.263650886835029	0.436	0.414	1.37436930449621e-198	0	CMPK1
1.07791005068222e-202	0.324726933070334	0.67	0.615	2.20098453248803e-198	0	ZFAS1
2.80366437588003e-198	0.254807846027598	0.599	0.587	5.72480228910943e-194	0	GSTK1
1.03458696251726e-192	0.233900862774316	0.976	0.952	2.112523118764e-188	0	MT-ND3
4.09323252639857e-191	0.253148851291806	0.261	0.242	8.35797149565323e-187	0	TRADD
8.53002495259711e-188	0.416451664003907	0.277	0.178	1.7417457950708e-183	0	RP11-51J9.5
2.62718281528473e-186	0.371838165541458	0.261	0.178	5.36444459052989e-182	0	GIMAP2
9.81866941876155e-185	0.233711040695082	0.647	0.632	2.00487410861692e-180	0	EIF3F
1.41594813329909e-180	0.237378821864863	0.638	0.619	2.89122449338341e-176	0	EIF3H
2.63855871657581e-180	0.211825975082286	0.414	0.434	5.38767304337615e-176	0	IDS
2.25608416154489e-179	0.281293747478156	0.504	0.479	4.60669824945852e-175	0	STK4
9.60772673088978e-178	0.276486202454376	0.47	0.44	1.96180172118038e-173	0	PPP1R2
2.49537107266689e-177	0.227250634772896	0.3	0.286	5.09529819327852e-173	0	EIF2S3
3.54563695638738e-177	0.339093057208503	0.325	0.261	7.23983610124739e-173	0	SVIP
1.32178283824692e-175	0.588664226027106	0.338	0.227	2.69894837741639e-171	0	KLRB1
1.01655290173976e-173	0.152254982687535	0.245	0.257	2.07569937006241e-169	0	ALKBH7
2.211361582864e-171	0.274431171328829	0.587	0.55	4.51537921605001e-167	0	VAMP2
5.47268428328175e-170	0.125052395405674	0.364	0.391	1.1174674038033e-165	0	TOMM20
2.18259105315368e-168	0.204652646071763	0.882	0.876	4.45663267143449e-164	0	BTF3
2.42082466743457e-168	0.231362582474243	0.745	0.743	4.94308188843464e-164	0	SRSF5
6.58412448047437e-167	0.233859404219246	0.35	0.327	1.34441237766806e-162	0	FBL
3.43032263956376e-166	0.123460234697477	0.283	0.307	7.00437579772523e-162	0	HAX1
1.6135865091398e-164	0.288812180679453	0.255	0.219	3.29478229301255e-160	0	SNHG9
8.54043908719078e-164	0.374978575674021	0.38	0.264	1.74387225721349e-159	0	CD6
8.65324597395651e-164	0.225080447572616	0.405	0.406	1.76690629542218e-159	0	POLR2J3
1.16442758607136e-163	0.23551992872938	0.821	0.801	2.37764468799911e-159	0	HINT1
2.9078276317734e-162	0.188116400910406	0.388	0.412	5.9374932413181e-158	0	YPEL5
2.74734566868768e-161	0.419797920732728	0.338	0.301	5.60980512089337e-157	0	CITED2
2.38214442306959e-160	0.225460241734645	0.516	0.376	4.86410069746579e-156	0	SPOCK2
9.57493281458999e-157	0.242383038241797	0.302	0.279	1.95510553141113e-152	0	NACA2
1.57921887862299e-156	0.288611763019228	0.469	0.425	3.22460702826028e-152	0	OCIAD2
5.35042277212166e-156	0.260664231374749	0.347	0.329	1.09250282583952e-151	0	EML4
4.09847316609014e-155	0.171999197231955	0.336	0.345	8.36867235783945e-151	0	TECR
4.9862104192166e-155	0.318907746422441	0.25	0.186	1.01813430549984e-150	0	MGAT4A
9.57702450063273e-155	0.137612207702908	0.276	0.294	1.9555326327842e-150	0	HNRNPUL1
5.37478113736603e-154	0.157874873131186	0.292	0.309	1.09747656043877e-149	0	PRMT2
8.06141321455317e-153	0.401227231666236	0.319	0.216	1.64605996427961e-148	0	RORA
8.17982530141733e-153	0.278486050561467	0.343	0.308	1.67023852829641e-148	0	TNRC6B
1.62602983939408e-152	0.122074247826677	0.368	0.398	3.32019032905876e-148	0	CHURC1
3.10904643748125e-152	0.432803735571437	0.535	0.431	6.34836192069297e-148	0	ANXA1
3.2239339428776e-151	0.111968111501635	0.238	0.268	6.58295071796177e-147	0	YME1L1
6.23109901123042e-151	0.1385283183886	0.35	0.368	1.27232810710314e-146	0	NSA2
1.5410201085494e-150	0.309543515797621	0.276	0.224	3.14660895964702e-146	0	ATM
1.46945937828246e-148	0.368831520355833	0.254	0.167	3.00048910451495e-144	0	TNFRSF25
2.04774825537985e-146	0.104016652291857	0.373	0.414	4.18129716266012e-142	0	PRPF38B
5.43736070913299e-145	0.238347316881509	0.28	0.251	1.11025468319787e-140	0	SBDS
9.28431784039791e-145	0.100242341859338	0.248	0.278	1.89576485983085e-140	0	CMTM7
6.02003081080736e-144	0.209354470274806	0.351	0.345	1.22923009125876e-139	0	MPHOSPH8
3.90830582627781e-141	0.182364496410037	0.746	0.631	7.98036966667665e-137	0	TRBC2
3.59745447006183e-137	0.346982563117665	0.271	0.215	7.34564228241925e-133	0	TOB1
9.59052388914795e-137	0.150533197547234	0.262	0.283	1.95828907292512e-132	0	NR3C1
1.59083893076873e-136	0.146974090397994	0.287	0.299	3.24833401273666e-132	0	TAF1D
2.18570158738522e-136	0.116601647835245	0.437	0.465	4.46298407128188e-132	0	ST13
2.8532483276476e-135	0.150299991808096	0.477	0.491	5.82604776022364e-131	0	RSL24D1
8.52451973071347e-132	0.149394247063405	0.574	0.448	1.74062168381438e-127	0	CD3G
9.8572170262347e-132	0.192328703074293	0.27	0.265	2.01274514458686e-127	0	CYLD
3.83405983049059e-131	0.188789242952904	0.817	0.812	7.82876676787874e-127	0	UQCRB
7.53647654700739e-131	0.113568327385236	0.344	0.366	1.53887314613344e-126	0	C9orf78
1.73598924528684e-130	0.167357324442224	0.303	0.31	3.54471643995119e-126	0	NKTR
2.02573100618545e-130	0.316323238511873	0.395	0.296	4.13634014153007e-126	0	PBXIP1
9.04181354456033e-130	0.112807376978828	0.232	0.252	1.84624790766377e-125	0	RBM23
2.09432126316815e-129	0.23410542415802	0.292	0.266	4.27639458726304e-125	0	GCC2
2.65717811466319e-128	0.191428471719882	0.295	0.285	5.42569199233076e-124	0	IKZF1
2.77203832020457e-127	0.115974485251473	0.455	0.476	5.66022504602572e-123	0	EIF3D
3.85421367013319e-126	0.207306755344357	0.383	0.365	7.86991889304496e-122	0	TNFAIP8
1.06404088056771e-124	0.113704434994467	0.314	0.334	2.1726650740312e-120	0	DDX18
1.10535915843765e-124	0.276019839845541	0.477	0.423	2.25703286561384e-120	0	TRAF3IP3
3.24491132761359e-124	0.293773912283692	0.268	0.228	6.62578443985419e-120	0	PTGER4
4.34782158666844e-124	0.177943402044388	0.92	0.915	8.87781689781828e-120	0	COX7C
2.72861287438077e-121	0.200217236975743	0.254	0.232	5.5715546281981e-117	0	ABHD14B
3.03728641008912e-121	0.29017060711725	0.497	0.392	6.20183512076097e-117	0	GPR183
1.65147604043749e-118	0.116611855482254	0.545	0.562	3.37214892696931e-114	0	EIF3G
2.13159358214877e-118	0.146868997223788	0.442	0.458	4.35250093538958e-114	0	RSRP1
4.22735390604016e-118	0.163453086697416	0.286	0.284	8.63183394074341e-114	0	TMEM243
1.62395988874497e-117	0.284587844241922	0.256	0.197	3.31596369682835e-113	0	FAM65B
1.91019340601384e-117	0.170124334319655	0.885	0.893	3.90042391573965e-113	0	RPL36AL
2.38121988440914e-117	0.144663591859656	0.323	0.331	4.86221288197502e-113	0	EPC1
1.87973619461566e-116	0.157053732426787	0.431	0.434	3.83823333578571e-112	0	CDC42SE2
5.77831162279204e-116	0.187549055812108	0.57	0.563	1.17987345025791e-111	0	N4BP2L2
4.68805883889572e-115	0.318273314566333	0.768	0.769	9.57254734314117e-111	0	KLF6
8.48751136112999e-115	0.188346381172764	0.289	0.286	1.73306494482913e-110	0	SMCHD1
1.18885168297421e-113	0.118984505042772	0.276	0.294	2.42751625146503e-109	0	PSMA3-AS1
9.36967718476541e-113	0.182665336541952	0.476	0.466	1.91319438435725e-108	0	SEPT9
3.71853154829419e-111	0.204859411129154	0.272	0.254	7.59286956846191e-107	0	ZC3HAV1
8.16578257500959e-110	0.118438520274753	0.346	0.362	1.66737114399121e-105	0	HMHA1
1.35983504919251e-109	0.177937042678274	0.473	0.459	2.77664718694618e-105	0	PEBP1
2.17314135720142e-109	0.279344904797512	0.468	0.45	4.43733733726959e-105	0	DDIT4
5.24462325517345e-109	0.179394192781675	0.585	0.593	1.07089962247387e-104	0	PPP1R15A
2.59976604250781e-108	0.151382014333024	0.937	0.926	5.30846228219671e-104	0	HNRNPA1
6.17146546690932e-107	0.151025568385493	0.622	0.626	1.26015153368821e-102	0	GPSM3
2.45127456047762e-106	0.162269521363767	0.378	0.386	5.00525752503925e-102	0	PCSK7
1.08846650726695e-104	0.177902295181958	0.356	0.338	2.22253976118838e-100	0	SNRPN
6.42155734708365e-104	0.150618549146321	0.249	0.251	1.31121779470101e-99	0	CCNH
1.73215956499827e-103	0.258541221495557	0.269	0.221	3.53689661576997e-99	0	TMEM173
2.24728889468177e-103	0.10996065892591	0.598	0.619	4.5887391940507e-99	0	APRT
3.63472577146821e-101	0.214606198118033	0.324	0.297	7.42174655276094e-97	0	PDCD4
6.64789851516122e-100	0.213348277503552	0.28	0.269	1.35743439781077e-95	0	GABPB1-AS1
2.0564429749602e-99	0.170057847489079	0.382	0.411	4.19905091057124e-95	0	FOSB
5.39156916196285e-98	0.11553623343824	0.411	0.426	1.10090450718119e-93	0	SEPT6
1.06766134806245e-96	0.171909430900802	0.289	0.274	2.18005770660871e-92	0	SIGIRR
1.31894457065118e-94	0.190982627306581	0.504	0.48	2.69315291881265e-90	0	PPP2R5C
6.88062850479867e-94	0.141438121646198	0.282	0.279	1.40495553439484e-89	0	SNHG7
2.73091279833489e-93	0.116165606220679	0.55	0.558	5.57625084292002e-89	0	ERP29
3.70218674576507e-92	0.128915650124838	0.742	0.752	7.55949511617769e-88	0	SNRPD2
3.11434755739168e-91	0.135979969518304	0.434	0.432	6.35918627743806e-87	0	MZT2A
7.67506537324183e-91	0.277189942965967	0.809	0.776	1.56717159856225e-86	0	DUSP1
1.21326711925045e-89	0.141309175077439	0.987	0.987	2.47737013079749e-85	0	EIF1
1.5025174746392e-88	0.145125385301753	0.273	0.269	3.06799043146578e-84	0	MBP
2.3092647121592e-88	0.156714318288431	0.472	0.464	4.71528761575787e-84	0	GYPC
5.43704738305641e-88	0.104560606337009	0.572	0.59	1.11019070514629e-83	0	HNRNPA0
6.9253740660825e-87	0.182371980472027	0.571	0.478	1.41409213055338e-82	0	TRBC1
1.45440940527188e-86	0.173945373871532	0.288	0.271	2.96975856462466e-82	0	S1PR4
3.90564922964027e-84	0.104903774640644	0.356	0.369	7.97494516200247e-80	0	EVI2A
1.97568915817373e-83	0.165898852428642	0.717	0.685	4.03415969207493e-79	0	PNRC1
1.12269347599137e-82	0.109526384928825	0.414	0.33	2.29242780862678e-78	0	DNAJB1
1.03406721409991e-81	0.169012502052661	0.285	0.267	2.1114618444706e-77	0	PSIP1
4.29190858908179e-81	0.149753428847481	0.878	0.924	8.76364814804611e-77	0	RPS26
6.63043226567152e-80	0.16947559434462	0.408	0.38	1.35386796432747e-75	0	CCND3
7.22300361073417e-79	0.221807408557091	0.346	0.303	1.47486510727581e-74	0	ETS1
3.05562256824206e-78	0.282184491427241	0.737	0.742	6.23927572209347e-74	0	ZFP36
7.83999534185925e-78	0.126372166941137	0.405	0.444	1.60084864885424e-73	0	TNFAIP3
1.53525501627024e-76	0.10972644486936	0.578	0.593	3.1348372177222e-72	0	PNISR
1.56458597865492e-75	0.156316014131803	0.368	0.352	3.19472810981548e-71	0	SUN2
2.11199806551572e-74	0.183001151647947	0.387	0.351	4.31248884997656e-70	0	PRDX2
2.25684358937583e-67	0.113563414187886	0.499	0.494	4.6082489251465e-63	0	C12orf57
2.69401078454135e-67	0.169937397661114	0.36	0.35	5.50090062095497e-63	0	RP11-347P5.1
1.08498130124878e-66	0.102119806837642	0.252	0.26	2.21542331901988e-62	0	KIAA1551
9.34124813549237e-65	0.103574320744495	0.341	0.341	1.90738945678619e-60	0	BIN2
1.76044573006302e-64	0.204165175750095	0.514	0.434	3.59465413621567e-60	0	IFITM1
1.03410257697516e-63	0.11231184292876	0.288	0.29	2.11153405192558e-59	0	PIM1
4.2387836040642e-63	0.103734858110094	0.872	0.841	8.65517224113869e-59	0	ITM2B
4.96976164575592e-61	0.158596305121771	0.271	0.249	1.0147756304469e-56	0	TTC39C
5.1213991768448e-60	0.180585712351906	0.496	0.414	1.04573849791994e-55	0	LAT
3.91578652866863e-55	0.109842286116146	0.722	0.725	7.99564451288848e-51	0	CCNI
8.8828738269454e-53	0.129950061895006	0.434	0.391	1.81379400672398e-48	0	SLC2A3
3.6362382053405e-51	0.119231991282079	0.309	0.305	7.42483479148476e-47	0	ARID5B
1.00997849917511e-45	0.169725914426252	0.287	0.259	2.06227509746566e-41	0	SYNE2
6.87499846683837e-43	0.12261697552559	0.631	0.604	1.40380593694373e-38	0	ACAP1
3.11868324337594e-38	0.102357399252785	0.252	0.241	6.36803931464934e-34	0	DENND2D
5.82671947943007e-35	0.105122253043551	0.396	0.357	1.18975785050483e-30	0	BIRC3
1.60072421929003e-33	0.121680176129969	0.329	0.308	3.26851878336831e-29	0	RGCC
0	0.546227441247223	0.683	0.597	0	1	ACAP1
0	0.470986054812601	0.324	0.274	0	1	AKNA
0	0.299106600308381	0.278	0.305	0	1	AP3S1
0	1.06646547149406	0.655	0.399	0	1	APOBEC3G
0	0.179991240139003	0.441	0.511	0	1	ARHGDIA
0	0.407143316047756	0.418	0.393	0	1	ARHGEF1
0	0.408908859995524	0.375	0.363	0	1	ARPC5L
0	0.301440924154834	1	1	0	1	B2M
0	0.110684449922336	0.463	0.564	0	1	C11orf58
0	0.164612482288277	0.324	0.399	0	1	C19orf60
0	0.432751954506544	0.397	0.365	0	1	C9orf142
0	0.792529402709714	0.753	0.459	0	1	CCL4
0	1.52734538190334	0.972	0.465	0	1	CCL5
0	0.506778512417743	0.839	0.628	0	1	CD2
0	0.651217713784173	0.574	0.448	0	1	CD27
0	0.614835938765254	0.94	0.706	0	1	CD3D
0	0.700234700597111	0.787	0.565	0	1	CD3E
0	1.55584149196694	0.699	0.22	0	1	CD8A
0	1.62173482331461	0.592	0.172	0	1	CD8B
0	0.527405280564285	0.711	0.638	0	1	CD99
0	0.419685096836839	0.446	0.432	0	1	CDC42SE2
0	0.32317016059791	0.428	0.469	0	1	CHMP4A
0	0.872709644434199	0.406	0.276	0	1	CLDND1
0	0.672683978819684	0.542	0.411	0	1	CLEC2B
0	1.41075686528863	0.387	0.185	0	1	CMC1
0	1.30211020497952	0.802	0.422	0	1	CST7
0	0.740282555937071	0.412	0.236	0	1	CXCR3
0	0.74669613993035	0.821	0.719	0	1	CXCR4
0	0.643001161259891	0.325	0.23	0	1	DENND2D
0	0.16784365325083	0.352	0.425	0	1	DNAJB6
0	0.987140434714559	0.558	0.404	0	1	DUSP2
0	0.16592015200714	0.49	0.57	0	1	EIF3G
0	0.142016637294893	0.303	0.386	0	1	EIF4A1
0	0.704985001733049	0.826	0.696	0	1	EVL
0	0.111911792403244	0.287	0.37	0	1	FIS1
0	0.138151585095266	0.404	0.486	0	1	FKBP8
0	0.562026297379261	0.482	0.372	0	1	FYN
0	0.174355656896805	0.406	0.484	0	1	GABARAPL2
0	0.784458047811288	0.517	0.342	0	1	GIMAP4
0	0.863762725176803	0.55	0.343	0	1	GIMAP7
0	0.443510789635634	0.656	0.636	0	1	GUK1
0	0.573386131255676	0.28	0.212	0	1	GYG1
0	0.963199223282222	0.854	0.395	0	1	GZMA
0	1.38632483329913	0.53	0.219	0	1	GZMH
0	2.84024932304934	0.783	0.167	0	1	GZMK
0	1.04424660123513	0.478	0.228	0	1	GZMM
0	0.731045445351749	0.883	0.733	0	1	HCST
0	0.17980214813459	0.492	0.575	0	1	HIGD2A
0	0.366227861536212	0.999	0.993	0	1	HLA-A
0	0.504555352755127	0.998	0.991	0	1	HLA-C
0	0.42545827120469	0.514	0.494	0	1	HLA-F
0	0.439899464780101	0.409	0.372	0	1	IDH2
0	0.364913729105099	0.943	0.703	0	1	IL32
0	0.742038331475217	0.534	0.4	0	1	ITM2A
0	1.47689830974559	0.564	0.219	0	1	ITM2C
0	0.178213315238892	0.416	0.489	0	1	KRTCAP2
0	0.997369552316121	0.359	0.158	0	1	LYAR
0	0.36352371664683	1	0.999	0	1	MALAT1
0	0.288801023368306	0.393	0.424	0	1	MBNL1
0	0.794194485710859	0.338	0.184	0	1	MIAT
0	0.179108870196697	0.433	0.507	0	1	MYEOV2
0	0.307974880874421	0.342	0.364	0	1	NCOR1
0	0.280261032213537	0.521	0.564	0	1	NDUFA3
0	0.106602615905307	0.355	0.449	0	1	NDUFB10
0	1.47263379747925	0.909	0.379	0	1	NKG7
0	0.494927836558177	0.353	0.293	0	1	PDCD4
0	0.393960166409201	0.801	0.794	0	1	PPDPF
0	0.777876326445089	0.592	0.467	0	1	PPP2R5C
0	0.105615682291149	0.382	0.479	0	1	PRRC2C
0	0.1830146735044	0.342	0.404	0	1	PSMB10
0	0.381554806534801	0.81	0.81	0	1	PSME1
0	0.214924930440784	0.4	0.458	0	1	PTP4A2
0	0.486586970048054	0.818	0.781	0	1	PTPRC
0	0.150522686493995	0.323	0.395	0	1	PYURF
0	0.293161495816868	0.473	0.515	0	1	RABAC1
0	0.884312164804895	0.676	0.47	0	1	RARRES3
0	0.11458212170338	0.286	0.373	0	1	RBM25
0	0.326193897402653	0.42	0.447	0	1	REEP5
0	0.119319032552971	0.281	0.358	0	1	RNF7
0	0.301026448908338	0.996	0.99	0	1	RPL23A
0	0.35166252298088	0.998	0.992	0	1	RPL27A
0	0.331219090549241	0.999	0.996	0	1	RPL28
0	0.334311742702852	0.999	0.996	0	1	RPS15A
0	0.275222642447742	0.998	0.997	0	1	RPS29
0	0.747823039547691	0.25	0.089	0	1	SAMD3
0	0.29325555322766	0.44	0.472	0	1	SEPT9
0	0.123232385609357	0.338	0.427	0	1	SF3B2
0	0.885302916711593	0.398	0.216	0	1	SH2D1A
0	0.430781654494513	0.62	0.627	0	1	SRSF7
0	0.18882713392745	0.591	0.667	0	1	SSR2
0	0.169425329106041	0.358	0.434	0	1	SSU72
0	0.683704515093726	0.619	0.487	0	1	STK17A
0	0.515774875939371	0.282	0.204	0	1	STOM
0	0.183587709383925	0.273	0.329	0	1	STUB1
0	0.270993855653566	0.474	0.514	0	1	TAPBP
0	0.480129799121127	0.512	0.456	0	1	TBC1D10C
0	0.700506807365526	0.267	0.14	0	1	TBCD
0	0.33708814764588	0.423	0.439	0	1	TERF2IP
