p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cell_type	gene
0	0.497787360723533	0.749	0.696	0	Naive T Cells	NBEAL1
0	0.687678564375946	0.394	0.28	0	Naive T Cells	NOSIP
0	0.794322980751451	0.923	0.861	0	Naive T Cells	PABPC1
0	0.359120850154056	0.941	0.915	0	Naive T Cells	PFDN5
0	0.729117838657287	0.534	0.309	0	Naive T Cells	PIK3IP1
0	0.713462530544187	0.999	0.998	0	Naive T Cells	RPL10
0	0.660631797085412	0.986	0.967	0	Naive T Cells	RPL10A
0	0.803607773048776	0.998	0.994	0	Naive T Cells	RPL11
0	0.555839898704853	0.994	0.986	0	Naive T Cells	RPL12
0	0.898159191635398	1	0.997	0	Naive T Cells	RPL13
0	0.738548168943878	0.999	0.998	0	Naive T Cells	RPL13A
0	0.680488817368436	0.988	0.973	0	Naive T Cells	RPL14
0	0.297964538586426	0.994	0.99	0	Naive T Cells	RPL15
0	0.663326436521621	0.888	0.809	0	Naive T Cells	RPL17
0	0.622899025841711	0.991	0.979	0	Naive T Cells	RPL18
0	0.673808385317201	0.997	0.992	0	Naive T Cells	RPL18A
0	0.690129185120997	0.996	0.992	0	Naive T Cells	RPL19
0	0.885456767540071	0.998	0.995	0	Naive T Cells	RPL21
0	0.731977849921759	0.969	0.927	0	Naive T Cells	RPL22
0	0.341174048682454	0.951	0.938	0	Naive T Cells	RPL23
0	0.692669405074412	0.998	0.989	0	Naive T Cells	RPL23A
0	0.483612220787807	0.975	0.956	0	Naive T Cells	RPL24
0	0.551517153587421	0.996	0.99	0	Naive T Cells	RPL26
0	0.593752127566916	0.984	0.966	0	Naive T Cells	RPL27
0	0.598162928150503	0.997	0.992	0	Naive T Cells	RPL27A
0	0.34362417112923	0.998	0.996	0	Naive T Cells	RPL28
0	0.590238990206249	0.987	0.974	0	Naive T Cells	RPL29
0	0.920454693888498	0.996	0.988	0	Naive T Cells	RPL3
0	0.885099750715245	0.995	0.983	0	Naive T Cells	RPL30
0	0.828830311453009	0.996	0.985	0	Naive T Cells	RPL31
0	0.909511045706355	0.998	0.995	0	Naive T Cells	RPL32
0	1.02028646381783	0.999	0.996	0	Naive T Cells	RPL34
0	0.563400330167048	0.994	0.985	0	Naive T Cells	RPL35
0	0.736954278524835	0.994	0.989	0	Naive T Cells	RPL35A
0	0.802228615649675	0.996	0.987	0	Naive T Cells	RPL36
0	0.842940212749594	0.965	0.903	0	Naive T Cells	RPL36A
0	0.672580104227142	0.995	0.987	0	Naive T Cells	RPL37
0	0.502232248453295	0.995	0.986	0	Naive T Cells	RPL37A
0	0.772128429896105	0.99	0.973	0	Naive T Cells	RPL38
0	0.790671986091183	0.998	0.994	0	Naive T Cells	RPL39
0	0.732632067541859	0.963	0.92	0	Naive T Cells	RPL4
0	0.596433992084096	0.999	0.999	0	Naive T Cells	RPL41
0	0.764177628100509	0.973	0.936	0	Naive T Cells	RPL5
0	0.615744857214591	0.988	0.972	0	Naive T Cells	RPL6
0	0.807503011923161	0.992	0.98	0	Naive T Cells	RPL7
0	0.446864693218087	0.979	0.962	0	Naive T Cells	RPL7A
0	0.453555840822744	0.988	0.979	0	Naive T Cells	RPL8
0	0.860901641976811	0.992	0.981	0	Naive T Cells	RPL9
0	0.568576411455851	0.963	0.932	0	Naive T Cells	RPLP0
0	0.51891493920451	0.999	0.998	0	Naive T Cells	RPLP1
0	0.801436306510153	0.999	0.997	0	Naive T Cells	RPLP2
0	0.655193509531449	0.961	0.925	0	Naive T Cells	RPS10
0	0.968410496216575	0.998	0.994	0	Naive T Cells	RPS12
0	0.810205568678851	0.99	0.975	0	Naive T Cells	RPS13
0	0.782522459304432	0.998	0.994	0	Naive T Cells	RPS14
0	0.48970838666753	0.998	0.995	0	Naive T Cells	RPS15
0	0.706756732590812	0.999	0.995	0	Naive T Cells	RPS15A
0	0.65538343139763	0.997	0.988	0	Naive T Cells	RPS16
0	0.606556413557196	0.995	0.983	0	Naive T Cells	RPS17
0	0.862330310023697	0.999	0.996	0	Naive T Cells	RPS18
0	0.465210793472056	0.999	0.996	0	Naive T Cells	RPS19
0	0.552276597737687	0.999	0.996	0	Naive T Cells	RPS2
0	0.717196151800996	0.989	0.978	0	Naive T Cells	RPS20
0	0.717849205508005	0.989	0.964	0	Naive T Cells	RPS21
0	0.641501442310759	0.993	0.984	0	Naive T Cells	RPS23
0	0.822965916592588	0.997	0.988	0	Naive T Cells	RPS25
0	0.879240131093884	1	0.999	0	Naive T Cells	RPS27
0	0.867869036570995	0.999	0.994	0	Naive T Cells	RPS27A
0	0.733843749578058	0.998	0.995	0	Naive T Cells	RPS28
0	0.84293081914945	0.999	0.996	0	Naive T Cells	RPS29
0	0.828953532910412	0.997	0.99	0	Naive T Cells	RPS3
0	0.900320596597833	0.995	0.985	0	Naive T Cells	RPS3A
0	0.756448605990061	0.996	0.986	0	Naive T Cells	RPS4X
0	0.622690522401837	0.668	0.577	0	Naive T Cells	RPS4Y1
0	0.623399179456466	0.971	0.953	0	Naive T Cells	RPS5
0	0.968697817872379	0.998	0.992	0	Naive T Cells	RPS6
0	0.502060770459001	0.991	0.979	0	Naive T Cells	RPS7
0	0.805073452549193	0.994	0.984	0	Naive T Cells	RPS8
0	0.418230337665647	0.987	0.986	0	Naive T Cells	RPS9
0	0.567833683724066	0.973	0.948	0	Naive T Cells	RPSA
0	0.788582491316392	0.888	0.777	0	Naive T Cells	SARAF
0	0.595252248123385	0.492	0.326	0	Naive T Cells	SELL
0	0.50774454003552	0.324	0.219	0	Naive T Cells	SNHG25
0	0.611827946802335	0.53	0.404	0	Naive T Cells	SNHG8
0	0.838421825024612	0.369	0.131	0	Naive T Cells	TCF7
0	0.577294396716124	0.537	0.4	0	Naive T Cells	TMEM123
0	0.608277870888926	0.913	0.858	0	Naive T Cells	TOMM7
0	0.701391813657214	0.993	0.984	0	Naive T Cells	TPT1
0	0.671517078788321	0.678	0.552	0	Naive T Cells	TXNIP
0	0.34244321818711	0.984	0.977	0	Naive T Cells	UBA52
0	0.863149252347962	0.843	0.661	0	Naive T Cells	ZFP36L2
0	0.529723694121965	0.514	0.436	0	Naive T Cells	ZNF90
7.40750856525097e-315	0.603298852088956	0.437	0.318	1.5125391739386e-310	Naive T Cells	SOCS3
4.3230195300199e-306	0.419264684644318	0.832	0.71	8.82717357834763e-302	Naive T Cells	CXCR4
9.89176961036323e-302	0.322126803515983	0.822	0.798	2.01980043674007e-297	Naive T Cells	COMMD6
3.45777570173048e-294	0.590461985718414	0.814	0.744	7.06043220536347e-290	Naive T Cells	FOS
1.31050959102539e-290	0.252973028867162	0.976	0.968	2.67592953391475e-286	Naive T Cells	RPS11
1.31425637028116e-289	0.398662281328164	0.279	0.212	2.6835800824771e-285	Naive T Cells	NHSL2
2.36201539277689e-288	0.452014469767353	0.84	0.754	4.82299923051113e-284	Naive T Cells	TSC22D3
3.58244630329028e-288	0.335075325247625	0.986	0.969	7.31499710668841e-284	Naive T Cells	MT-ND2
4.71351143476193e-278	0.480997995138837	0.38	0.27	9.62451899864038e-274	Naive T Cells	FOXP1
8.07284109375564e-272	0.422221389483465	0.286	0.191	1.64839342293396e-267	Naive T Cells	RP11-255M2.3
2.35234968544901e-270	0.325253118494707	0.969	0.94	4.80326282271834e-266	Naive T Cells	MT-CYB
4.41083854920906e-270	0.498421015600038	0.469	0.392	9.00649123362998e-266	Naive T Cells	BTG2
3.03343786751475e-263	0.477806749378065	0.326	0.195	6.19397678167838e-259	Naive T Cells	GIMAP1
1.39550198478878e-260	0.452556197144035	0.427	0.312	2.84947550274022e-256	Naive T Cells	AAK1
1.92296593687947e-257	0.293766058724132	0.875	0.838	3.92650414651418e-253	Naive T Cells	NPM1
9.46842888391107e-246	0.572297413781121	0.783	0.758	1.9333584938058e-241	Naive T Cells	JUN
2.99285279687163e-245	0.433411173960786	0.335	0.188	6.11110612593219e-241	Naive T Cells	TRAT1
4.96837816158229e-236	0.317060323779637	0.577	0.531	1.01449313681349e-231	Naive T Cells	EIF3L
3.82399178075277e-232	0.292935051650188	0.382	0.349	7.80820881711909e-228	Naive T Cells	RSL1D1
1.52047267661134e-228	0.353942375130548	0.326	0.257	3.10465315837269e-224	Naive T Cells	CCDC109B
2.03104159583409e-225	0.31822620582526	0.728	0.67	4.14718383453363e-221	Naive T Cells	EIF4A2
2.06449902558764e-218	0.377082781030244	0.381	0.303	4.21550056034741e-214	Naive T Cells	ARHGAP15
2.10024058749233e-216	0.333803367425762	0.493	0.445	4.28848125560059e-212	Naive T Cells	ANKRD12
3.99839049726554e-214	0.323474287454977	0.748	0.681	8.1643135563665e-210	Naive T Cells	NAP1L1
1.19358346646159e-211	0.303505004303623	0.681	0.622	2.43717808016791e-207	Naive T Cells	CD48
7.41091649825881e-209	0.215103409730365	0.438	0.449	1.51323503977947e-204	Naive T Cells	SMDT1
1.29970024047644e-207	0.225853761611304	0.502	0.498	2.65385792102884e-203	Naive T Cells	UXT
8.69034506431117e-207	0.401312102372358	0.573	0.472	1.7744815586817e-202	Naive T Cells	FYB
2.10487524008205e-203	0.280631093420892	0.486	0.457	4.29794475272354e-199	Naive T Cells	SF1
6.73083551837117e-203	0.263650886835029	0.436	0.414	1.37436930449621e-198	Naive T Cells	CMPK1
1.07791005068222e-202	0.324726933070334	0.67	0.615	2.20098453248803e-198	Naive T Cells	ZFAS1
2.80366437588003e-198	0.254807846027598	0.599	0.587	5.72480228910943e-194	Naive T Cells	GSTK1
1.03458696251726e-192	0.233900862774316	0.976	0.952	2.112523118764e-188	Naive T Cells	MT-ND3
4.09323252639857e-191	0.253148851291806	0.261	0.242	8.35797149565323e-187	Naive T Cells	TRADD
8.53002495259711e-188	0.416451664003907	0.277	0.178	1.7417457950708e-183	Naive T Cells	RP11-51J9.5
2.62718281528473e-186	0.371838165541458	0.261	0.178	5.36444459052989e-182	Naive T Cells	GIMAP2
9.81866941876155e-185	0.233711040695082	0.647	0.632	2.00487410861692e-180	Naive T Cells	EIF3F
1.41594813329909e-180	0.237378821864863	0.638	0.619	2.89122449338341e-176	Naive T Cells	EIF3H
2.63855871657581e-180	0.211825975082286	0.414	0.434	5.38767304337615e-176	Naive T Cells	IDS
2.25608416154489e-179	0.281293747478156	0.504	0.479	4.60669824945852e-175	Naive T Cells	STK4
9.60772673088978e-178	0.276486202454376	0.47	0.44	1.96180172118038e-173	Naive T Cells	PPP1R2
2.49537107266689e-177	0.227250634772896	0.3	0.286	5.09529819327852e-173	Naive T Cells	EIF2S3
3.54563695638738e-177	0.339093057208503	0.325	0.261	7.23983610124739e-173	Naive T Cells	SVIP
1.32178283824692e-175	0.588664226027106	0.338	0.227	2.69894837741639e-171	Naive T Cells	KLRB1
1.01655290173976e-173	0.152254982687535	0.245	0.257	2.07569937006241e-169	Naive T Cells	ALKBH7
2.211361582864e-171	0.274431171328829	0.587	0.55	4.51537921605001e-167	Naive T Cells	VAMP2
5.47268428328175e-170	0.125052395405674	0.364	0.391	1.1174674038033e-165	Naive T Cells	TOMM20
2.18259105315368e-168	0.204652646071763	0.882	0.876	4.45663267143449e-164	Naive T Cells	BTF3
2.42082466743457e-168	0.231362582474243	0.745	0.743	4.94308188843464e-164	Naive T Cells	SRSF5
6.58412448047437e-167	0.233859404219246	0.35	0.327	1.34441237766806e-162	Naive T Cells	FBL
3.43032263956376e-166	0.123460234697477	0.283	0.307	7.00437579772523e-162	Naive T Cells	HAX1
1.6135865091398e-164	0.288812180679453	0.255	0.219	3.29478229301255e-160	Naive T Cells	SNHG9
8.54043908719078e-164	0.374978575674021	0.38	0.264	1.74387225721349e-159	Naive T Cells	CD6
8.65324597395651e-164	0.225080447572616	0.405	0.406	1.76690629542218e-159	Naive T Cells	POLR2J3
1.16442758607136e-163	0.23551992872938	0.821	0.801	2.37764468799911e-159	Naive T Cells	HINT1
2.9078276317734e-162	0.188116400910406	0.388	0.412	5.9374932413181e-158	Naive T Cells	YPEL5
2.74734566868768e-161	0.419797920732728	0.338	0.301	5.60980512089337e-157	Naive T Cells	CITED2
2.38214442306959e-160	0.225460241734645	0.516	0.376	4.86410069746579e-156	Naive T Cells	SPOCK2
9.57493281458999e-157	0.242383038241797	0.302	0.279	1.95510553141113e-152	Naive T Cells	NACA2
1.57921887862299e-156	0.288611763019228	0.469	0.425	3.22460702826028e-152	Naive T Cells	OCIAD2
5.35042277212166e-156	0.260664231374749	0.347	0.329	1.09250282583952e-151	Naive T Cells	EML4
4.09847316609014e-155	0.171999197231955	0.336	0.345	8.36867235783945e-151	Naive T Cells	TECR
4.9862104192166e-155	0.318907746422441	0.25	0.186	1.01813430549984e-150	Naive T Cells	MGAT4A
9.57702450063273e-155	0.137612207702908	0.276	0.294	1.9555326327842e-150	Naive T Cells	HNRNPUL1
5.37478113736603e-154	0.157874873131186	0.292	0.309	1.09747656043877e-149	Naive T Cells	PRMT2
8.06141321455317e-153	0.401227231666236	0.319	0.216	1.64605996427961e-148	Naive T Cells	RORA
8.17982530141733e-153	0.278486050561467	0.343	0.308	1.67023852829641e-148	Naive T Cells	TNRC6B
1.62602983939408e-152	0.122074247826677	0.368	0.398	3.32019032905876e-148	Naive T Cells	CHURC1
3.10904643748125e-152	0.432803735571437	0.535	0.431	6.34836192069297e-148	Naive T Cells	ANXA1
3.2239339428776e-151	0.111968111501635	0.238	0.268	6.58295071796177e-147	Naive T Cells	YME1L1
6.23109901123042e-151	0.1385283183886	0.35	0.368	1.27232810710314e-146	Naive T Cells	NSA2
1.5410201085494e-150	0.309543515797621	0.276	0.224	3.14660895964702e-146	Naive T Cells	ATM
1.46945937828246e-148	0.368831520355833	0.254	0.167	3.00048910451495e-144	Naive T Cells	TNFRSF25
2.04774825537985e-146	0.104016652291857	0.373	0.414	4.18129716266012e-142	Naive T Cells	PRPF38B
5.43736070913299e-145	0.238347316881509	0.28	0.251	1.11025468319787e-140	Naive T Cells	SBDS
9.28431784039791e-145	0.100242341859338	0.248	0.278	1.89576485983085e-140	Naive T Cells	CMTM7
6.02003081080736e-144	0.209354470274806	0.351	0.345	1.22923009125876e-139	Naive T Cells	MPHOSPH8
3.90830582627781e-141	0.182364496410037	0.746	0.631	7.98036966667665e-137	Naive T Cells	TRBC2
3.59745447006183e-137	0.346982563117665	0.271	0.215	7.34564228241925e-133	Naive T Cells	TOB1
9.59052388914795e-137	0.150533197547234	0.262	0.283	1.95828907292512e-132	Naive T Cells	NR3C1
1.59083893076873e-136	0.146974090397994	0.287	0.299	3.24833401273666e-132	Naive T Cells	TAF1D
2.18570158738522e-136	0.116601647835245	0.437	0.465	4.46298407128188e-132	Naive T Cells	ST13
2.8532483276476e-135	0.150299991808096	0.477	0.491	5.82604776022364e-131	Naive T Cells	RSL24D1
8.52451973071347e-132	0.149394247063405	0.574	0.448	1.74062168381438e-127	Naive T Cells	CD3G
9.8572170262347e-132	0.192328703074293	0.27	0.265	2.01274514458686e-127	Naive T Cells	CYLD
3.83405983049059e-131	0.188789242952904	0.817	0.812	7.82876676787874e-127	Naive T Cells	UQCRB
7.53647654700739e-131	0.113568327385236	0.344	0.366	1.53887314613344e-126	Naive T Cells	C9orf78
1.73598924528684e-130	0.167357324442224	0.303	0.31	3.54471643995119e-126	Naive T Cells	NKTR
2.02573100618545e-130	0.316323238511873	0.395	0.296	4.13634014153007e-126	Naive T Cells	PBXIP1
9.04181354456033e-130	0.112807376978828	0.232	0.252	1.84624790766377e-125	Naive T Cells	RBM23
2.09432126316815e-129	0.23410542415802	0.292	0.266	4.27639458726304e-125	Naive T Cells	GCC2
2.65717811466319e-128	0.191428471719882	0.295	0.285	5.42569199233076e-124	Naive T Cells	IKZF1
2.77203832020457e-127	0.115974485251473	0.455	0.476	5.66022504602572e-123	Naive T Cells	EIF3D
3.85421367013319e-126	0.207306755344357	0.383	0.365	7.86991889304496e-122	Naive T Cells	TNFAIP8
1.06404088056771e-124	0.113704434994467	0.314	0.334	2.1726650740312e-120	Naive T Cells	DDX18
1.10535915843765e-124	0.276019839845541	0.477	0.423	2.25703286561384e-120	Naive T Cells	TRAF3IP3
3.24491132761359e-124	0.293773912283692	0.268	0.228	6.62578443985419e-120	Naive T Cells	PTGER4
4.34782158666844e-124	0.177943402044388	0.92	0.915	8.87781689781828e-120	Naive T Cells	COX7C
2.72861287438077e-121	0.200217236975743	0.254	0.232	5.5715546281981e-117	Naive T Cells	ABHD14B
3.03728641008912e-121	0.29017060711725	0.497	0.392	6.20183512076097e-117	Naive T Cells	GPR183
1.65147604043749e-118	0.116611855482254	0.545	0.562	3.37214892696931e-114	Naive T Cells	EIF3G
2.13159358214877e-118	0.146868997223788	0.442	0.458	4.35250093538958e-114	Naive T Cells	RSRP1
4.22735390604016e-118	0.163453086697416	0.286	0.284	8.63183394074341e-114	Naive T Cells	TMEM243
1.62395988874497e-117	0.284587844241922	0.256	0.197	3.31596369682835e-113	Naive T Cells	FAM65B
1.91019340601384e-117	0.170124334319655	0.885	0.893	3.90042391573965e-113	Naive T Cells	RPL36AL
2.38121988440914e-117	0.144663591859656	0.323	0.331	4.86221288197502e-113	Naive T Cells	EPC1
1.87973619461566e-116	0.157053732426787	0.431	0.434	3.83823333578571e-112	Naive T Cells	CDC42SE2
5.77831162279204e-116	0.187549055812108	0.57	0.563	1.17987345025791e-111	Naive T Cells	N4BP2L2
4.68805883889572e-115	0.318273314566333	0.768	0.769	9.57254734314117e-111	Naive T Cells	KLF6
8.48751136112999e-115	0.188346381172764	0.289	0.286	1.73306494482913e-110	Naive T Cells	SMCHD1
1.18885168297421e-113	0.118984505042772	0.276	0.294	2.42751625146503e-109	Naive T Cells	PSMA3-AS1
9.36967718476541e-113	0.182665336541952	0.476	0.466	1.91319438435725e-108	Naive T Cells	SEPT9
3.71853154829419e-111	0.204859411129154	0.272	0.254	7.59286956846191e-107	Naive T Cells	ZC3HAV1
8.16578257500959e-110	0.118438520274753	0.346	0.362	1.66737114399121e-105	Naive T Cells	HMHA1
1.35983504919251e-109	0.177937042678274	0.473	0.459	2.77664718694618e-105	Naive T Cells	PEBP1
2.17314135720142e-109	0.279344904797512	0.468	0.45	4.43733733726959e-105	Naive T Cells	DDIT4
5.24462325517345e-109	0.179394192781675	0.585	0.593	1.07089962247387e-104	Naive T Cells	PPP1R15A
2.59976604250781e-108	0.151382014333024	0.937	0.926	5.30846228219671e-104	Naive T Cells	HNRNPA1
6.17146546690932e-107	0.151025568385493	0.622	0.626	1.26015153368821e-102	Naive T Cells	GPSM3
2.45127456047762e-106	0.162269521363767	0.378	0.386	5.00525752503925e-102	Naive T Cells	PCSK7
1.08846650726695e-104	0.177902295181958	0.356	0.338	2.22253976118838e-100	Naive T Cells	SNRPN
6.42155734708365e-104	0.150618549146321	0.249	0.251	1.31121779470101e-99	Naive T Cells	CCNH
1.73215956499827e-103	0.258541221495557	0.269	0.221	3.53689661576997e-99	Naive T Cells	TMEM173
2.24728889468177e-103	0.10996065892591	0.598	0.619	4.5887391940507e-99	Naive T Cells	APRT
3.63472577146821e-101	0.214606198118033	0.324	0.297	7.42174655276094e-97	Naive T Cells	PDCD4
6.64789851516122e-100	0.213348277503552	0.28	0.269	1.35743439781077e-95	Naive T Cells	GABPB1-AS1
2.0564429749602e-99	0.170057847489079	0.382	0.411	4.19905091057124e-95	Naive T Cells	FOSB
5.39156916196285e-98	0.11553623343824	0.411	0.426	1.10090450718119e-93	Naive T Cells	SEPT6
1.06766134806245e-96	0.171909430900802	0.289	0.274	2.18005770660871e-92	Naive T Cells	SIGIRR
1.31894457065118e-94	0.190982627306581	0.504	0.48	2.69315291881265e-90	Naive T Cells	PPP2R5C
6.88062850479867e-94	0.141438121646198	0.282	0.279	1.40495553439484e-89	Naive T Cells	SNHG7
2.73091279833489e-93	0.116165606220679	0.55	0.558	5.57625084292002e-89	Naive T Cells	ERP29
3.70218674576507e-92	0.128915650124838	0.742	0.752	7.55949511617769e-88	Naive T Cells	SNRPD2
3.11434755739168e-91	0.135979969518304	0.434	0.432	6.35918627743806e-87	Naive T Cells	MZT2A
7.67506537324183e-91	0.277189942965967	0.809	0.776	1.56717159856225e-86	Naive T Cells	DUSP1
1.21326711925045e-89	0.141309175077439	0.987	0.987	2.47737013079749e-85	Naive T Cells	EIF1
1.5025174746392e-88	0.145125385301753	0.273	0.269	3.06799043146578e-84	Naive T Cells	MBP
2.3092647121592e-88	0.156714318288431	0.472	0.464	4.71528761575787e-84	Naive T Cells	GYPC
5.43704738305641e-88	0.104560606337009	0.572	0.59	1.11019070514629e-83	Naive T Cells	HNRNPA0
6.9253740660825e-87	0.182371980472027	0.571	0.478	1.41409213055338e-82	Naive T Cells	TRBC1
1.45440940527188e-86	0.173945373871532	0.288	0.271	2.96975856462466e-82	Naive T Cells	S1PR4
3.90564922964027e-84	0.104903774640644	0.356	0.369	7.97494516200247e-80	Naive T Cells	EVI2A
1.97568915817373e-83	0.165898852428642	0.717	0.685	4.03415969207493e-79	Naive T Cells	PNRC1
1.12269347599137e-82	0.109526384928825	0.414	0.33	2.29242780862678e-78	Naive T Cells	DNAJB1
1.03406721409991e-81	0.169012502052661	0.285	0.267	2.1114618444706e-77	Naive T Cells	PSIP1
4.29190858908179e-81	0.149753428847481	0.878	0.924	8.76364814804611e-77	Naive T Cells	RPS26
6.63043226567152e-80	0.16947559434462	0.408	0.38	1.35386796432747e-75	Naive T Cells	CCND3
7.22300361073417e-79	0.221807408557091	0.346	0.303	1.47486510727581e-74	Naive T Cells	ETS1
3.05562256824206e-78	0.282184491427241	0.737	0.742	6.23927572209347e-74	Naive T Cells	ZFP36
7.83999534185925e-78	0.126372166941137	0.405	0.444	1.60084864885424e-73	Naive T Cells	TNFAIP3
1.53525501627024e-76	0.10972644486936	0.578	0.593	3.1348372177222e-72	Naive T Cells	PNISR
1.56458597865492e-75	0.156316014131803	0.368	0.352	3.19472810981548e-71	Naive T Cells	SUN2
2.11199806551572e-74	0.183001151647947	0.387	0.351	4.31248884997656e-70	Naive T Cells	PRDX2
2.25684358937583e-67	0.113563414187886	0.499	0.494	4.6082489251465e-63	Naive T Cells	C12orf57
2.69401078454135e-67	0.169937397661114	0.36	0.35	5.50090062095497e-63	Naive T Cells	RP11-347P5.1
1.08498130124878e-66	0.102119806837642	0.252	0.26	2.21542331901988e-62	Naive T Cells	KIAA1551
9.34124813549237e-65	0.103574320744495	0.341	0.341	1.90738945678619e-60	Naive T Cells	BIN2
1.76044573006302e-64	0.204165175750095	0.514	0.434	3.59465413621567e-60	Naive T Cells	IFITM1
1.03410257697516e-63	0.11231184292876	0.288	0.29	2.11153405192558e-59	Naive T Cells	PIM1
4.2387836040642e-63	0.103734858110094	0.872	0.841	8.65517224113869e-59	Naive T Cells	ITM2B
4.96976164575592e-61	0.158596305121771	0.271	0.249	1.0147756304469e-56	Naive T Cells	TTC39C
5.1213991768448e-60	0.180585712351906	0.496	0.414	1.04573849791994e-55	Naive T Cells	LAT
3.91578652866863e-55	0.109842286116146	0.722	0.725	7.99564451288848e-51	Naive T Cells	CCNI
8.8828738269454e-53	0.129950061895006	0.434	0.391	1.81379400672398e-48	Naive T Cells	SLC2A3
3.6362382053405e-51	0.119231991282079	0.309	0.305	7.42483479148476e-47	Naive T Cells	ARID5B
1.00997849917511e-45	0.169725914426252	0.287	0.259	2.06227509746566e-41	Naive T Cells	SYNE2
6.87499846683837e-43	0.12261697552559	0.631	0.604	1.40380593694373e-38	Naive T Cells	ACAP1
3.11868324337594e-38	0.102357399252785	0.252	0.241	6.36803931464934e-34	Naive T Cells	DENND2D
5.82671947943007e-35	0.105122253043551	0.396	0.357	1.18975785050483e-30	Naive T Cells	BIRC3
1.60072421929003e-33	0.121680176129969	0.329	0.308	3.26851878336831e-29	Naive T Cells	RGCC
0	0.641081453653924	0.385	0.23	0	CD8+ effector T cells	ABI3
0	1.87684438029152	0.569	0.154	0	CD8+ effector T cells	AC092580.4
0	0.468714357188218	0.686	0.565	0	CD8+ effector T cells	ACAP1
0	0.281383060793114	0.998	0.996	0	CD8+ effector T cells	ACTB
0	0.394294462972792	0.962	0.95	0	CD8+ effector T cells	ACTG1
0	0.428431027381897	0.351	0.25	0	CD8+ effector T cells	ACTN4
0	0.597504479430555	0.422	0.299	0	CD8+ effector T cells	ADGRE5
0	0.921195928549991	0.7	0.518	0	CD8+ effector T cells	ALOX5AP
0	0.322456056486995	0.433	0.413	0	CD8+ effector T cells	ANAPC11
0	0.119754335830863	0.448	0.522	0	CD8+ effector T cells	ANP32B
0	0.529641562969612	0.279	0.179	0	CD8+ effector T cells	APMAP
0	0.808987240958225	0.449	0.275	0	CD8+ effector T cells	APOBEC3C
0	1.57738609477683	0.684	0.291	0	CD8+ effector T cells	APOBEC3G
0	0.427237976357142	0.659	0.586	0	CD8+ effector T cells	ARF6
0	0.346439255412138	0.526	0.487	0	CD8+ effector T cells	ARHGDIA
0	0.441960602830466	0.461	0.359	0	CD8+ effector T cells	ARHGEF1
0	0.354856727510138	0.426	0.417	0	CD8+ effector T cells	ARL6IP1
0	0.415375205207321	0.874	0.839	0	CD8+ effector T cells	ARPC2
0	0.564839910857669	0.442	0.32	0	CD8+ effector T cells	ARPC5L
0	0.279040787835901	0.594	0.584	0	CD8+ effector T cells	ATP5G3
0	0.266100643889358	0.547	0.54	0	CD8+ effector T cells	ATP5J
0	0.299030509871494	0.557	0.534	0	CD8+ effector T cells	ATPIF1
0	0.319907136869765	1	1	0	CD8+ effector T cells	B2M
0	0.460014706468437	0.415	0.303	0	CD8+ effector T cells	BIN1
0	0.366200294219209	0.528	0.472	0	CD8+ effector T cells	BLOC1S1
0	0.308034056411486	0.499	0.46	0	CD8+ effector T cells	BSG
